3.000000000000000000e+01,-4.500000000000000000e+01,1.687500000000000000e+01,3.750000000000000000e-01
-3.000000000000000000e+01,-7.000000000000000000e+00,1.693750000000000000e+01,4.375000000000000000e-01
3.000000000000000000e+01,-7.000000000000000000e+00,1.693750000000000000e+01,5.000000000000000000e-01
3.000000000000000000e+01,0.000000000000000000e+00,1.693750000000000000e+01,5.000000000000000000e-01
-3.000000000000000000e+01,0.000000000000000000e+00,1.693750000000000000e+01,5.000000000000000000e-01
-3.000000000000000000e+01,7.000000000000000000e+00,1.687500000000000000e+01,4.375000000000000000e-01
-3.000000000000000000e+01,-1.500000000000000000e+01,1.668750000000000000e+01,5.625000000000000000e-01
3.000000000000000000e+01,-8.000000000000000000e+00,1.662500000000000000e+01,6.250000000000000000e-01
-3.000000000000000000e+01,6.000000000000000000e+00,1.687500000000000000e+01,5.625000000000000000e-01
3.000000000000000000e+01,1.400000000000000000e+01,1.787500000000000000e+01,4.375000000000000000e-01
-3.000000000000000000e+01,1.400000000000000000e+01,1.912500000000000000e+01,3.125000000000000000e-01
3.000000000000000000e+01,1.400000000000000000e+01,2.031250000000000000e+01,1.875000000000000000e-01
3.000000000000000000e+01,4.500000000000000000e+01,2.150000000000000000e+01,3.598125000000000000e+02
-3.000000000000000000e+01,7.000000000000000000e+00,2.275000000000000000e+01,3.597500000000000000e+02
3.000000000000000000e+01,0.000000000000000000e+00,2.412500000000000000e+01,3.597500000000000000e+02
3.000000000000000000e+01,0.000000000000000000e+00,2.493750000000000000e+01,3.597500000000000000e+02
-3.000000000000000000e+01,0.000000000000000000e+00,2.556250000000000000e+01,3.597500000000000000e+02
-3.000000000000000000e+01,7.000000000000000000e+00,2.606250000000000000e+01,3.596875000000000000e+02
3.000000000000000000e+01,3.000000000000000000e+01,2.612500000000000000e+01,3.594375000000000000e+02
3.000000000000000000e+01,-7.000000000000000000e+00,2.556250000000000000e+01,3.595000000000000000e+02
-3.000000000000000000e+01,-2.900000000000000000e+01,2.512500000000000000e+01,3.597500000000000000e+02
-3.000000000000000000e+01,0.000000000000000000e+00,2.512500000000000000e+01,3.597500000000000000e+02
-3.000000000000000000e+01,3.700000000000000000e+01,2.500000000000000000e+01,3.594375000000000000e+02
3.000000000000000000e+01,1.500000000000000000e+01,2.456250000000000000e+01,3.593125000000000000e+02
3.000000000000000000e+01,-2.200000000000000000e+01,2.368750000000000000e+01,3.595000000000000000e+02
3.000000000000000000e+01,-5.200000000000000000e+01,2.300000000000000000e+01,3.599375000000000000e+02
3.000000000000000000e+01,0.000000000000000000e+00,2.300000000000000000e+01,3.599375000000000000e+02
3.000000000000000000e+01,3.700000000000000000e+01,2.350000000000000000e+01,3.596250000000000000e+02
3.000000000000000000e+01,3.800000000000000000e+01,2.431250000000000000e+01,3.593125000000000000e+02
3.000000000000000000e+01,-6.000000000000000000e+00,2.543750000000000000e+01,3.593750000000000000e+02
