-3.000000000000000000e+01,5.200000000000000000e+01,1.556250000000000000e+01,3.595625000000000000e+02
-3.000000000000000000e+01,0.000000000000000000e+00,1.556250000000000000e+01,3.595625000000000000e+02
3.000000000000000000e+01,-7.000000000000000000e+00,1.562500000000000000e+01,3.596250000000000000e+02
-3.000000000000000000e+01,-7.000000000000000000e+00,1.562500000000000000e+01,3.596875000000000000e+02
3.000000000000000000e+01,7.000000000000000000e+00,1.556250000000000000e+01,3.596250000000000000e+02
-3.000000000000000000e+01,0.000000000000000000e+00,1.562500000000000000e+01,3.596250000000000000e+02
-3.000000000000000000e+01,0.000000000000000000e+00,1.581250000000000000e+01,3.596250000000000000e+02
-3.000000000000000000e+01,7.000000000000000000e+00,1.637500000000000000e+01,3.595625000000000000e+02
3.000000000000000000e+01,1.500000000000000000e+01,1.731250000000000000e+01,3.594375000000000000e+02
3.000000000000000000e+01,8.000000000000000000e+00,1.800000000000000000e+01,3.593750000000000000e+02
-3.000000000000000000e+01,1.500000000000000000e+01,1.850000000000000000e+01,3.592500000000000000e+02
-3.000000000000000000e+01,-2.900000000000000000e+01,1.918750000000000000e+01,3.595000000000000000e+02
3.000000000000000000e+01,-2.200000000000000000e+01,1.981250000000000000e+01,3.596875000000000000e+02
3.000000000000000000e+01,-1.400000000000000000e+01,1.993750000000000000e+01,3.598125000000000000e+02
3.000000000000000000e+01,-7.000000000000000000e+00,2.012500000000000000e+01,3.598750000000000000e+02
-3.000000000000000000e+01,1.500000000000000000e+01,2.050000000000000000e+01,3.597500000000000000e+02
-3.000000000000000000e+01,3.000000000000000000e+01,2.106250000000000000e+01,3.595000000000000000e+02
-3.000000000000000000e+01,2.300000000000000000e+01,2.131250000000000000e+01,3.593125000000000000e+02
-3.000000000000000000e+01,-1.400000000000000000e+01,2.093750000000000000e+01,3.594375000000000000e+02
3.000000000000000000e+01,-2.900000000000000000e+01,2.012500000000000000e+01,3.596875000000000000e+02
-3.000000000000000000e+01,-2.200000000000000000e+01,1.887500000000000000e+01,3.598750000000000000e+02
3.000000000000000000e+01,-1.400000000000000000e+01,1.781250000000000000e+01,0.000000000000000000e+00
-3.000000000000000000e+01,2.200000000000000000e+01,1.706250000000000000e+01,3.598125000000000000e+02
3.000000000000000000e+01,7.000000000000000000e+00,1.675000000000000000e+01,3.597500000000000000e+02
3.000000000000000000e+01,0.000000000000000000e+00,1.675000000000000000e+01,3.597500000000000000e+02
3.000000000000000000e+01,-2.900000000000000000e+01,1.712500000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+01,0.000000000000000000e+00,1.787500000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+01,2.200000000000000000e+01,1.900000000000000000e+01,3.598125000000000000e+02
-3.000000000000000000e+01,3.000000000000000000e+01,2.031250000000000000e+01,3.595625000000000000e+02
3.000000000000000000e+01,1.500000000000000000e+01,2.175000000000000000e+01,3.594375000000000000e+02
-3.000000000000000000e+01,-6.000000000000000000e+00,2.256250000000000000e+01,3.595000000000000000e+02
-3.000000000000000000e+01,-1.400000000000000000e+01,2.287500000000000000e+01,3.596250000000000000e+02
-3.000000000000000000e+01,8.000000000000000000e+00,2.256250000000000000e+01,3.595625000000000000e+02
-3.000000000000000000e+01,3.000000000000000000e+01,2.168750000000000000e+01,3.593125000000000000e+02
-3.000000000000000000e+01,-6.000000000000000000e+00,2.018750000000000000e+01,3.593750000000000000e+02
3.000000000000000000e+01,-3.600000000000000000e+01,2.631250000000000000e+01,3.596875000000000000e+02
-3.000000000000000000e+01,-3.700000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+01,-2.200000000000000000e+01,1.406250000000000000e+01,1.875000000000000000e-01
3.000000000000000000e+01,1.500000000000000000e+01,1.243750000000000000e+01,6.250000000000000000e-02
-3.000000000000000000e+01,0.000000000000000000e+00,1.175000000000000000e+01,6.250000000000000000e-02
3.000000000000000000e+01,-7.000000000000000000e+00,1.200000000000000000e+01,1.250000000000000000e-01
-3.000000000000000000e+01,7.000000000000000000e+00,1.275000000000000000e+01,6.250000000000000000e-02
3.000000000000000000e+01,7.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00
-3.000000000000000000e+01,7.000000000000000000e+00,1.531250000000000000e+01,3.599375000000000000e+02
-3.000000000000000000e+01,1.500000000000000000e+01,1.687500000000000000e+01,3.598125000000000000e+02
3.000000000000000000e+01,2.300000000000000000e+01,1.837500000000000000e+01,3.596250000000000000e+02
-3.000000000000000000e+01,8.000000000000000000e+00,1.912500000000000000e+01,3.595625000000000000e+02
3.000000000000000000e+01,-2.100000000000000000e+01,1.968750000000000000e+01,3.597500000000000000e+02
3.000000000000000000e+01,8.000000000000000000e+00,2.018750000000000000e+01,3.596875000000000000e+02
-3.000000000000000000e+01,1.500000000000000000e+01,2.062500000000000000e+01,3.595625000000000000e+02
3.000000000000000000e+01,1.500000000000000000e+01,2.131250000000000000e+01,3.594375000000000000e+02
3.000000000000000000e+01,0.000000000000000000e+00,2.168750000000000000e+01,3.594375000000000000e+02
3.000000000000000000e+01,-1.400000000000000000e+01,2.187500000000000000e+01,3.595625000000000000e+02
-3.000000000000000000e+01,-6.000000000000000000e+00,2.218750000000000000e+01,3.596250000000000000e+02
3.000000000000000000e+01,2.300000000000000000e+01,2.237500000000000000e+01,3.594375000000000000e+02
