-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
-4.343750000000000000e+01,2.125000000000000000e+00,0.000000000000000000e+00
